,unitid,sabdtype,line,xstaff01,staff01,xstaff02,staff02,xstaff03,staff03,xstaff04,staff04,xstaff05,staff05,xstaff06,staff06,xstaff07,staff07,xstaff08,staff08,xstaff09,staff09,xstaff10,staff10,xstaff11,staff11,xstaff12,staff12,xstaff13,staff13,xstaff14,staff14,xstaff15,staff15,xstaff16,staff16,xstaff17,staff17,xstaff18,staff18,xstaff19,staff19,xstaff20,staff20,xstaff21,staff21,xstaff22,staff22,xstaff23,staff23,xstaff24,staff24,Year
5418,114433,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,22,R,9,R,0,R,0,R,24,R,9,Z,0,Z,0,Z,0,Z,0,R,2,R,31,Z,0,R,33,2002
5468,114549,11,18,Z,0,Z,0,R,6,R,3,Z,0,Z,0,R,2,R,1,R,2,Z,0,R,23,R,22,Z,0,Z,0,R,33,R,26,Z,0,R,9,Z,0,R,3,R,2,R,45,Z,0,R,59,2002
5511,114716,11,18,R,0,R,1,R,6,R,9,R,3,R,0,R,11,R,16,R,12,R,8,R,82,R,102,R,9,R,12,R,123,R,148,R,1,R,15,R,3,R,27,R,20,R,184,R,21,R,271,2002
5560,115001,11,18,R,0,R,0,R,4,R,6,R,2,R,1,R,8,R,12,R,7,R,10,R,105,R,107,R,0,R,0,R,126,R,136,Z,0,R,10,R,3,R,20,R,17,R,212,Z,0,R,262,2002
5611,115126,11,18,R,3,R,1,R,2,R,2,R,0,R,0,R,2,R,8,R,14,R,6,R,91,R,74,R,0,R,0,R,112,R,91,R,4,R,4,Z,0,R,10,R,20,R,165,Z,0,R,203,2002
5663,115296,11,18,R,4,R,8,R,7,R,4,R,3,R,0,R,6,R,6,R,12,R,12,R,86,R,79,R,0,R,1,R,118,R,110,R,12,R,11,R,3,R,12,R,24,R,165,R,1,R,228,2002
5723,115393,11,18,R,0,R,0,R,2,R,2,R,1,R,0,R,1,R,2,R,10,R,14,R,49,R,30,R,0,R,1,R,63,R,49,Z,0,R,4,R,1,R,3,R,24,R,79,R,1,R,112,2002
5775,115728,11,18,R,0,R,0,R,0,R,2,R,0,R,0,R,2,R,2,R,0,R,2,R,8,R,20,R,0,R,0,R,10,R,26,Z,0,R,2,Z,0,R,4,R,2,R,28,Z,0,R,36,2002
5812,115773,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,6,R,11,Z,0,Z,0,R,6,R,12,Z,0,Z,0,Z,0,Z,0,R,1,R,17,Z,0,R,18,2002
5845,116439,11,18,R,0,R,1,R,2,R,1,R,1,R,1,R,4,R,2,R,9,R,7,R,47,R,40,R,0,R,0,R,63,R,52,R,1,R,3,R,2,R,6,R,16,R,87,Z,0,R,115,2002
5891,116624,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,9,R,3,Z,0,Z,0,R,11,R,3,Z,0,Z,0,Z,0,Z,0,R,2,R,12,Z,0,R,14,2002
5918,117168,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,R,2,Z,0,Z,0,R,7,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,R,9,Z,0,R,9,2002
5955,117195,11,18,R,1,R,0,R,0,R,1,R,1,R,0,R,0,R,3,R,1,R,1,R,28,R,25,R,0,R,0,R,31,R,30,R,1,R,1,R,1,R,3,R,2,R,53,Z,0,R,61,2002
5996,117247,11,18,R,1,R,1,R,14,R,18,R,1,R,0,R,6,R,7,R,6,R,4,R,27,R,31,R,0,R,1,R,55,R,62,R,2,R,32,R,1,R,13,R,10,R,58,R,1,R,117,2002
6044,117520,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,17,R,11,R,1,Z,0,R,18,R,12,Z,0,Z,0,Z,0,Z,0,R,1,R,28,R,1,R,30,2002
6083,117636,11,18,R,0,R,0,R,11,R,7,R,2,R,0,R,27,R,14,R,16,R,13,R,168,R,97,R,14,R,14,R,238,R,145,Z,0,R,18,R,2,R,41,R,29,R,265,R,28,R,383,2002
6141,117690,11,18,R,0,R,0,R,7,R,10,R,1,R,0,R,6,R,7,R,1,R,10,R,39,R,38,R,0,R,1,R,54,R,66,Z,0,R,17,R,1,R,13,R,11,R,77,R,1,R,120,2002
6194,117706,11,18,R,0,R,0,R,4,R,4,R,0,R,1,R,7,R,1,R,7,R,10,R,98,R,81,R,0,R,0,R,116,R,97,Z,0,R,8,R,1,R,8,R,17,R,179,Z,0,R,213,2002
6252,117715,11,18,R,0,R,0,R,23,R,37,R,1,R,0,R,5,R,2,R,3,R,5,R,10,R,18,R,0,R,0,R,42,R,62,Z,0,R,60,R,1,R,7,R,8,R,28,Z,0,R,104,2002
6305,117724,11,18,R,0,R,0,R,23,R,30,R,3,R,0,R,12,R,12,R,15,R,17,R,63,R,51,R,0,R,0,R,116,R,110,Z,0,R,53,R,3,R,24,R,32,R,114,Z,0,R,226,2002
6365,117733,11,18,R,0,R,0,R,12,R,8,R,1,R,1,R,3,R,13,R,12,R,14,R,107,R,73,R,0,R,0,R,135,R,109,Z,0,R,20,R,2,R,16,R,26,R,180,Z,0,R,244,2002
6421,117788,11,18,R,0,R,0,R,15,R,17,R,1,R,0,R,10,R,18,R,19,R,12,R,94,R,72,R,0,R,0,R,139,R,119,Z,0,R,32,R,1,R,28,R,31,R,166,Z,0,R,258,2002
6478,117867,11,18,R,0,R,0,R,5,R,6,R,0,R,0,R,1,R,6,R,11,R,8,R,30,R,36,R,0,R,0,R,47,R,56,Z,0,R,11,Z,0,R,7,R,19,R,66,Z,0,R,103,2002
6532,118684,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,28,R,22,R,0,R,0,R,30,R,22,Z,0,Z,0,Z,0,Z,0,R,2,R,50,Z,0,R,52,2002
6579,118772,11,18,R,1,R,2,R,10,R,15,R,0,R,0,R,1,R,4,R,2,R,5,R,21,R,22,R,0,R,1,R,35,R,49,R,3,R,25,Z,0,R,5,R,7,R,43,R,1,R,84,2002
6625,118912,11,18,R,0,R,0,R,1,R,3,R,0,R,1,R,4,R,2,R,10,R,7,R,45,R,58,R,1,R,0,R,61,R,71,Z,0,R,4,R,1,R,6,R,17,R,103,R,1,R,132,2002
6673,118930,11,18,R,5,R,7,R,1,R,2,R,0,R,0,R,6,R,15,R,7,R,8,R,36,R,62,R,2,R,2,R,57,R,96,R,12,R,3,Z,0,R,21,R,15,R,98,R,4,R,153,2002
6720,118976,11,18,R,3,R,3,R,3,R,5,R,1,R,1,R,5,R,10,R,13,R,13,R,141,R,104,R,3,R,8,R,169,R,144,R,6,R,8,R,2,R,15,R,26,R,245,R,11,R,313,2002
6777,119067,11,18,R,0,R,0,R,2,R,0,R,1,R,0,R,5,R,5,R,5,R,5,R,54,R,59,R,0,R,0,R,67,R,69,Z,0,R,2,R,1,R,10,R,10,R,113,Z,0,R,136,2002
6827,119137,11,18,R,1,R,5,R,4,R,4,R,1,R,0,R,1,R,6,R,9,R,7,R,65,R,71,R,2,R,2,R,83,R,95,R,6,R,8,R,1,R,7,R,16,R,136,R,4,R,178,2002
6876,119164,11,18,R,7,R,8,R,12,R,11,R,5,R,1,R,14,R,12,R,24,R,25,R,172,R,157,R,0,R,0,R,234,R,214,R,15,R,23,R,6,R,26,R,49,R,329,Z,0,R,448,2002
6924,119216,11,18,R,1,R,0,R,2,R,3,R,1,R,1,R,3,R,1,R,3,R,5,R,50,R,41,R,0,R,0,R,60,R,51,R,1,R,5,R,2,R,4,R,8,R,91,Z,0,R,111,2002
6983,119544,11,18,R,0,R,1,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,6,R,1,R,5,R,2,Z,0,Z,0,R,13,R,4,R,1,Z,0,Z,0,R,2,R,7,R,7,Z,0,R,17,2002
7025,119775,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,3,R,0,R,1,R,1,R,5,R,1,Z,0,Z,0,Z,0,Z,0,R,1,R,3,R,2,R,6,2002
7057,120184,11,18,Z,0,Z,0,Z,0,Z,0,R,1,R,2,R,4,R,3,R,1,R,1,R,22,R,21,Z,0,Z,0,R,28,R,27,Z,0,Z,0,R,3,R,7,R,2,R,43,Z,0,R,55,2002
7107,120342,11,18,R,1,R,8,R,3,R,1,R,0,R,0,R,7,R,6,R,15,R,10,R,150,R,134,R,1,R,0,R,177,R,159,R,9,R,4,Z,0,R,13,R,25,R,284,R,1,R,336,2002
7159,120421,11,18,R,1,R,2,R,6,R,2,R,0,R,2,R,2,R,3,R,14,R,17,R,24,R,25,R,3,R,0,R,50,R,51,R,3,R,8,R,2,R,5,R,31,R,49,R,3,R,101,2002
7207,120698,11,18,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4,R,1,R,1,R,2,R,6,R,3,Z,0,R,1,Z,0,Z,0,Z,0,R,5,R,3,R,9,2002
7241,120740,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,6,R,4,Z,0,Z,0,R,7,R,4,Z,0,Z,0,Z,0,R,1,Z,0,R,10,Z,0,R,11,2002
7272,120953,11,18,R,0,R,0,R,1,R,3,R,0,R,2,R,1,R,0,R,3,R,2,R,14,R,11,R,0,R,0,R,19,R,18,Z,0,R,4,R,2,R,1,R,5,R,25,Z,0,R,37,2002
7318,120971,11,18,R,0,R,0,R,3,R,3,R,1,R,3,R,5,R,5,R,20,R,11,R,130,R,114,R,0,R,1,R,159,R,137,Z,0,R,6,R,4,R,10,R,31,R,244,R,1,R,296,2002
7378,121044,11,18,R,4,R,3,R,21,R,21,R,4,R,1,R,19,R,39,R,23,R,27,R,132,R,152,R,0,R,0,R,203,R,243,R,7,R,42,R,5,R,58,R,50,R,284,Z,0,R,446,2002
7463,121275,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,Z,0,Z,0,Z,0,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,Z,0,R,6,2002
7490,121345,11,18,Z,0,Z,0,R,2,R,6,Z,0,Z,0,R,5,R,15,R,7,R,8,R,81,R,44,Z,0,Z,0,R,95,R,73,Z,0,R,8,Z,0,R,20,R,15,R,125,Z,0,R,168,2002
7541,121363,11,18,R,5,R,6,R,0,R,1,R,0,R,0,R,2,R,0,R,1,R,6,R,28,R,23,R,8,R,8,R,44,R,44,R,11,R,1,Z,0,R,2,R,7,R,51,R,16,R,88,2002
7594,121619,11,18,R,0,R,1,R,4,R,7,R,2,R,1,R,10,R,11,R,20,R,18,R,86,R,99,R,1,R,0,R,123,R,137,R,1,R,11,R,3,R,21,R,38,R,185,R,1,R,260,2002
7652,121707,11,18,R,0,R,0,R,0,R,0,R,3,R,0,R,3,R,1,R,4,R,4,R,62,R,33,R,1,R,3,R,73,R,41,Z,0,Z,0,R,3,R,4,R,8,R,95,R,4,R,114,2002
7710,121886,11,18,R,0,R,0,R,6,R,2,R,1,R,2,R,6,R,14,R,26,R,23,R,64,R,55,R,0,R,0,R,103,R,96,Z,0,R,8,R,3,R,20,R,49,R,119,Z,0,R,199,2002
7759,121901,11,18,R,7,R,7,R,13,R,11,R,4,R,3,R,7,R,15,R,27,R,16,R,112,R,127,R,0,R,0,R,170,R,179,R,14,R,24,R,7,R,22,R,43,R,239,Z,0,R,349,2002
7814,122180,11,18,R,0,R,0,R,11,R,12,R,2,R,0,R,11,R,21,R,16,R,8,R,93,R,122,R,4,R,4,R,137,R,167,Z,0,R,23,R,2,R,32,R,24,R,215,R,8,R,304,2002
7868,122205,11,18,R,0,R,1,R,2,R,5,R,1,R,2,R,10,R,2,R,6,R,8,R,89,R,95,R,0,R,0,R,108,R,113,R,1,R,7,R,3,R,12,R,14,R,184,Z,0,R,221,2002
7921,122320,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,3,R,2,R,0,R,0,R,3,R,3,Z,0,Z,0,Z,0,R,1,Z,0,R,5,Z,0,R,6,2002
7969,122339,11,18,R,0,R,0,R,11,R,12,R,0,R,0,R,5,R,9,R,13,R,8,R,41,R,56,R,4,R,8,R,74,R,93,Z,0,R,23,Z,0,R,14,R,21,R,97,R,12,R,167,2002
8018,122375,11,18,R,0,R,1,R,12,R,8,R,2,R,2,R,9,R,16,R,17,R,18,R,81,R,78,R,10,R,6,R,131,R,129,R,1,R,20,R,4,R,25,R,35,R,159,R,16,R,260,2002
8072,122384,11,18,R,0,R,0,R,5,R,0,R,1,R,0,R,3,R,1,R,0,R,4,R,33,R,32,R,6,R,3,R,48,R,40,Z,0,R,5,R,1,R,4,R,4,R,65,R,9,R,88,2002
8122,122454,11,18,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,4,Z,0,R,1,Z,0,R,21,R,12,Z,0,Z,0,R,27,R,12,Z,0,R,1,Z,0,R,4,R,1,R,33,Z,0,R,39,2002
8163,122506,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,15,R,9,Z,0,Z,0,R,16,R,9,Z,0,Z,0,Z,0,R,1,Z,0,R,24,Z,0,R,25,2002
8203,122658,11,18,R,0,R,0,R,5,R,6,R,1,R,2,R,8,R,11,R,9,R,16,R,70,R,57,R,29,R,13,R,122,R,105,Z,0,R,11,R,3,R,19,R,25,R,127,R,42,R,227,2002
8251,122685,11,18,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,1,R,1,R,2,R,17,R,28,R,0,R,1,R,19,R,33,Z,0,R,2,Z,0,R,1,R,3,R,45,R,1,R,52,2002
8274,122694,11,18,Z,0,Z,0,R,4,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,15,R,24,Z,0,Z,0,R,19,R,27,Z,0,R,6,Z,0,Z,0,R,1,R,39,Z,0,R,46,2002
8294,122728,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,Z,0,Z,0,R,6,R,4,Z,0,Z,0,R,8,R,4,Z,0,Z,0,Z,0,R,2,Z,0,R,10,Z,0,R,12,2002
8324,122782,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,0,R,0,R,1,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,2002
8351,122791,11,18,R,0,R,1,R,8,R,7,R,0,R,1,R,6,R,9,R,6,R,7,R,83,R,75,R,1,R,0,R,104,R,100,R,1,R,15,R,1,R,15,R,13,R,158,R,1,R,204,2002
8400,122889,11,18,R,4,R,8,R,3,R,4,R,1,R,1,R,1,R,2,R,16,R,19,R,96,R,127,R,4,R,5,R,125,R,166,R,12,R,7,R,2,R,3,R,35,R,223,R,9,R,291,2002
8451,122977,11,18,R,0,R,0,R,19,R,17,R,0,R,1,R,13,R,16,R,16,R,19,R,107,R,129,R,0,R,0,R,155,R,182,Z,0,R,36,R,1,R,29,R,35,R,236,Z,0,R,337,2002
8503,123013,11,18,R,2,R,1,R,5,R,3,R,2,R,5,R,4,R,9,R,9,R,7,R,137,R,145,R,0,R,0,R,159,R,170,R,3,R,8,R,7,R,13,R,16,R,282,Z,0,R,329,2002
8562,123095,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7,R,3,Z,0,R,1,R,7,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,R,1,R,11,2002
8592,123208,11,18,Z,0,Z,0,R,4,Z,0,R,1,Z,0,R,3,Z,0,Z,0,Z,0,R,23,Z,0,Z,0,Z,0,R,31,Z,0,Z,0,R,4,R,1,R,3,Z,0,R,23,Z,0,R,31,2002
8630,123217,11,18,R,0,R,0,R,7,R,2,R,0,R,2,R,2,R,4,R,8,R,8,R,74,R,69,R,0,R,0,R,91,R,85,Z,0,R,9,R,2,R,6,R,16,R,143,Z,0,R,176,2002
8679,123341,11,18,R,0,R,1,R,2,R,4,R,3,R,0,R,2,R,3,R,4,R,4,R,87,R,93,R,0,R,0,R,98,R,105,R,1,R,6,R,3,R,5,R,8,R,180,Z,0,R,203,2002
8726,123448,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5,R,1,R,0,R,0,R,5,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,Z,0,R,6,2002
8757,123484,11,18,R,1,R,0,R,1,R,0,R,1,R,1,R,1,R,0,R,1,R,2,R,29,R,14,R,0,R,1,R,34,R,18,R,1,R,1,R,2,R,1,R,3,R,43,R,1,R,52,2002
8807,123509,11,18,R,0,R,1,R,5,R,2,R,0,R,0,R,8,R,10,R,9,R,11,R,40,R,38,R,0,R,1,R,62,R,63,R,1,R,7,Z,0,R,18,R,20,R,78,R,1,R,125,2002
8851,123527,11,18,R,0,R,0,R,9,R,12,R,2,R,0,R,2,R,9,R,13,R,12,R,52,R,57,R,1,R,1,R,79,R,91,Z,0,R,21,R,2,R,11,R,25,R,109,R,2,R,170,2002
8904,123563,11,18,R,0,R,0,R,5,R,9,R,0,R,1,R,3,R,3,R,7,R,4,R,62,R,63,R,0,R,0,R,77,R,80,Z,0,R,14,R,1,R,6,R,11,R,125,Z,0,R,157,2002
8950,123642,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,2,Z,0,Z,0,R,1,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,Z,0,R,3,2002
8976,123855,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,2,R,1,R,10,R,2,Z,0,Z,0,R,13,R,3,Z,0,Z,0,Z,0,R,1,R,3,R,12,Z,0,R,16,2002
9010,123943,11,18,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,R,5,R,5,Z,0,Z,0,R,12,R,8,Z,0,Z,0,R,17,R,14,R,1,Z,0,Z,0,R,10,Z,0,R,20,Z,0,R,31,2002
9052,123961,11,18,R,100,R,28,R,36,R,34,R,1,Z,0,R,276,R,126,R,55,R,36,R,1319,R,557,R,24,R,16,R,1811,R,797,R,128,R,70,R,1,R,402,R,91,R,1876,R,40,R,2608,2002
9121,124113,11,18,R,0,R,0,R,0,R,1,R,1,R,0,R,1,R,1,R,1,R,0,R,23,R,16,R,0,R,0,R,26,R,18,Z,0,R,1,R,1,R,2,R,1,R,39,Z,0,R,44,2002
9176,124292,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,25,R,3,Z,0,Z,0,R,26,R,3,Z,0,Z,0,Z,0,Z,0,R,1,R,28,Z,0,R,29,2002
9214,124937,11,18,R,0,R,0,R,1,R,4,R,0,R,0,R,3,R,1,R,2,R,0,R,3,R,8,R,0,R,0,R,9,R,13,Z,0,R,5,Z,0,R,4,R,2,R,11,Z,0,R,22,2002
9274,125028,11,18,R,1,R,1,R,6,R,3,R,1,R,0,R,5,R,5,R,12,R,17,R,59,R,49,R,0,R,1,R,84,R,76,R,2,R,9,R,1,R,10,R,29,R,108,R,1,R,160,2002
9330,125091,11,18,R,0,R,0,R,4,R,1,R,3,R,1,R,2,R,3,R,8,R,8,R,73,R,51,R,0,R,0,R,90,R,64,Z,0,R,5,R,4,R,5,R,16,R,124,Z,0,R,154,2002
9378,125170,11,18,R,1,R,1,R,0,R,3,R,0,R,0,R,2,R,0,R,3,R,1,R,10,R,12,R,1,R,0,R,17,R,17,R,2,R,3,Z,0,R,2,R,4,R,22,R,1,R,34,2002
9416,125462,11,18,Z,0,Z,0,R,3,R,2,Z,0,Z,0,Z,0,R,1,R,3,R,3,R,43,R,32,Z,0,Z,0,R,49,R,38,Z,0,R,5,Z,0,R,1,R,6,R,75,Z,0,R,87,2002
9465,125471,11,18,R,0,R,0,R,7,R,16,R,0,R,1,R,3,R,6,R,5,R,7,R,49,R,31,R,0,R,0,R,64,R,61,Z,0,R,23,R,1,R,9,R,12,R,80,Z,0,R,125,2002
9522,125499,11,18,R,5,R,4,R,4,R,4,R,3,R,1,R,7,R,12,R,8,R,8,R,61,R,85,R,3,R,0,R,91,R,114,R,9,R,8,R,4,R,19,R,16,R,146,R,3,R,205,2002
9574,125727,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,Z,0,R,2,R,1,R,54,R,23,Z,0,Z,0,R,59,R,24,Z,0,Z,0,Z,0,R,3,R,3,R,77,Z,0,R,83,2002
9630,125763,11,18,R,1,Z,0,R,3,Z,0,R,2,Z,0,R,1,R,3,R,5,R,2,R,56,R,49,Z,0,Z,0,R,68,R,54,R,1,R,3,R,2,R,4,R,7,R,105,Z,0,R,122,2002
9683,126119,11,18,R,0,R,0,R,3,R,2,R,3,R,1,R,4,R,9,R,7,R,6,R,55,R,44,R,0,R,1,R,72,R,63,Z,0,R,5,R,4,R,13,R,13,R,99,R,1,R,135,2002
9740,126182,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,R,5,R,48,R,32,Z,0,Z,0,R,53,R,37,Z,0,Z,0,Z,0,Z,0,R,10,R,80,Z,0,R,90,2002
9793,126359,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,R,15,Z,0,Z,0,R,5,R,15,Z,0,Z,0,Z,0,Z,0,Z,0,R,20,Z,0,R,20,2002
9826,126562,11,18,R,11,R,2,R,5,R,4,R,4,R,5,R,15,R,13,R,18,R,8,R,242,R,190,R,14,R,17,R,309,R,239,R,13,R,9,R,9,R,28,R,26,R,432,R,31,R,548,2002
9878,126580,11,18,R,3,Z,0,R,2,R,5,R,1,R,2,R,8,R,2,R,5,R,9,R,134,R,92,R,1,R,1,R,154,R,111,R,3,R,7,R,3,R,10,R,14,R,226,R,2,R,265,2002
9947,126614,11,18,R,196,R,57,R,18,R,9,R,5,R,4,R,68,R,39,R,43,R,35,R,1096,R,537,R,120,R,61,R,1546,R,742,R,253,R,27,R,9,R,107,R,78,R,1633,R,181,R,2288,2002
10018,126669,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,28,R,19,Z,0,Z,0,R,28,R,19,Z,0,Z,0,Z,0,Z,0,Z,0,R,47,Z,0,R,47,2002
10058,126678,11,18,Z,0,Z,0,R,2,R,3,Z,0,Z,0,R,2,R,6,R,7,R,1,R,94,R,59,Z,0,Z,0,R,105,R,69,Z,0,R,5,Z,0,R,8,R,8,R,153,Z,0,R,174,2002
10117,126748,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,29,R,20,Z,0,Z,0,R,29,R,20,Z,0,Z,0,Z,0,Z,0,Z,0,R,49,Z,0,R,49,2002
10163,126818,11,18,R,26,R,9,R,7,R,4,R,4,R,3,R,47,R,16,R,16,R,10,R,659,R,292,R,3,R,6,R,762,R,340,R,35,R,11,R,7,R,63,R,26,R,951,R,9,R,1102,2002
10234,126863,11,18,Z,0,Z,0,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,13,R,8,Z,0,Z,0,R,14,R,12,Z,0,R,2,Z,0,Z,0,R,3,R,21,Z,0,R,26,2002
10277,126924,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,4,Z,0,Z,0,R,1,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,Z,0,R,5,2002
10299,126942,11,18,Z,0,Z,0,R,2,R,8,Z,0,R,1,R,1,R,1,R,6,R,3,R,24,R,41,Z,0,Z,0,R,33,R,54,Z,0,R,10,R,1,R,2,R,9,R,65,Z,0,R,87,2002
10343,126979,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,R,11,R,1,Z,0,Z,0,R,12,R,2,Z,0,Z,0,Z,0,Z,0,R,2,R,12,Z,0,R,14,2002
10380,127060,11,18,R,4,R,0,R,6,R,3,R,3,R,1,R,12,R,8,R,9,R,5,R,246,R,144,R,4,R,4,R,284,R,165,R,4,R,9,R,4,R,20,R,14,R,390,R,8,R,449,2002
10451,127200,11,18,Z,0,Z,0,R,1,R,1,Z,0,Z,0,R,1,R,2,R,4,R,6,R,60,R,92,Z,0,Z,0,R,66,R,101,Z,0,R,2,Z,0,R,3,R,10,R,152,Z,0,R,167,2002
10502,127617,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,14,R,19,Z,0,Z,0,R,14,R,20,Z,0,Z,0,Z,0,Z,0,R,1,R,33,Z,0,R,34,2002
10546,127714,11,18,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,9,R,1,Z,0,Z,0,R,10,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,10,Z,0,R,11,2002
10579,127778,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,14,R,16,Z,0,Z,0,R,16,R,16,Z,0,Z,0,Z,0,Z,0,R,2,R,30,Z,0,R,32,2002
10624,127909,11,18,Z,0,Z,0,Z,0,R,1,Z,0,Z,0,Z,0,R,1,R,2,Z,0,R,32,R,31,Z,0,Z,0,R,34,R,33,Z,0,R,1,Z,0,R,1,R,2,R,63,Z,0,R,67,2002
10669,128188,11,18,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,9,R,6,R,0,R,0,R,9,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,Z,0,R,15,2002
10695,128391,11,18,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,61,R,34,Z,0,Z,0,R,61,R,37,R,1,Z,0,Z,0,R,1,R,1,R,95,Z,0,R,98,2002
10748,130934,11,18,R,9,R,2,R,49,R,33,Z,0,Z,0,R,12,R,5,Z,0,Z,0,R,48,R,23,Z,0,Z,0,R,118,R,63,R,11,R,82,Z,0,R,17,Z,0,R,71,Z,0,R,181,2002
10810,130943,11,18,R,16,R,9,R,22,R,22,R,2,R,1,R,58,R,14,R,8,R,10,R,595,R,316,Z,0,Z,0,R,701,R,372,R,25,R,44,R,3,R,72,R,18,R,911,Z,0,R,1073,2002
10879,131308,11,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,19,R,14,Z,0,Z,0,R,19,R,14,Z,0,Z,0,Z,0,Z,0,Z,0,R,33,Z,0,R,33,2002
10916,131450,11,18,Z,0,Z,0,R,4,R,13,R,2,R,3,R,3,R,4,R,2,R,1,R,85,R,112,Z,0,Z,0,R,96,R,133,Z,0,R,17,R,5,R,7,R,3,R,197,Z,0,R,229,2002
10977,131469,11,18,R,8,R,4,R,16,R,26,R,1,R,1,R,77,R,27,R,14,R,16,R,591,R,290,R,4,R,0,R,711,R,364,R,12,R,42,R,2,R,104,R,30,R,881,R,4,R,1075,2002
11049,131876,11,18,Z,0,Z,0,R,2,R,4,Z,0,Z,0,R,2,R,1,R,1,R,4,R,8,R,29,Z,0,R,1,R,13,R,39,Z,0,R,6,Z,0,R,3,R,5,R,37,R,1,R,52,2002
11097,132602,11,18,Z,0,R,2,R,33,R,36,Z,0,Z,0,R,10,R,3,Z,0,R,1,R,28,R,23,Z,0,Z,0,R,71,R,65,R,2,R,69,Z,0,R,13,R,1,R,51,Z,0,R,136,2002
